Name,Rank,Category,Followers,Audience Country,Authentic Engagement,Engagement Avg.
taehyung.bighitentertainment,325,Management,10000000.0,Indonesia,909700.0,960700.0
postmalone,326,Music,22400000.0,United States,274800.0,420200.0
ssinz7,327,Music,13700000.0,Indonesia,555700.0,683100.0
o.dembele7,328,Sports,10900000.0,Spain,503100.0,862300.0
ranveersingh,329,Actors,40100000.0,India,179200.0,233400.0
jinyoung_0922jy,330,Music,9900000.0,Indonesia,725800.0,959700.0
luisasonza,331,Music,29500000.0,Brazil,198700.0,315700.0
bellathorne,332,Music,25400000.0,United States,217300.0,365000.0
ksi,333,Music,11600000.0,United Kingdom,565800.0,794000.0
kevindebruyne,334,Sports,18000000.0,United Kingdom,322400.0,499500.0
marvel,335,Actors,65400000.00000001,United States,115900.0,136600.0
arigameplays,336,Others,11000000.0,Mexico,669100.0,803900.0
fedez,337,Music,14200000.0,Italy,449700.0,622100.0
prattprattpratt,338,Actors,37400000.0,United States,180700.0,235100.0
itzy.all.in.us,339,Music,17200000.0,Indonesia,414300.0,507300.0
lestykejora,340,Music,25700000.0,Indonesia,263000.0,339000.0
jbalvin,341,Music,52800000.0,Mexico,125000.0,163600.0
kehlani,342,Music,14000000.0,United States,392300.0,611800.0
manchesterunited,343,Sports,59000000.0,United Kingdom,92300.0,145200.0
peytonlist,344,Actors,20200000.0,United States,281800.0,422700.0
wi__wi__wi,345,Lifestyle,10100000.0,South Korea,691600.0,832200.0
dixiedamelio,346,Music,25000000.0,United States,228900.0,335500.0
vinniehacker,347,Lifestyle,5800000.0,United States,695700.0,1500000.0
madhuridixitnene,348,Music,32000000.0,India,225300.0,259600.00000000003
mathildtantot,349,Lifestyle,10200000.0,United States,533100.0,807000.0
keerthysureshofficial,350,Fashion,13400000.0,India,539300.0,616300.0
ibaillanos,351,Artists,7800000.0,Spain,725400.0,1000000.0
easymoneysniper,352,Lifestyle,13100000.0,United States,325400.0,610900.0
michelleobama,353,Finance,50300000.0,United States,144700.0,159800.0
ross_lynch,354,Music,10200000.0,United States,392600.0,783800.0
attahalilintar,355,Artists,23900000.0,Indonesia,243200.0,333300.0
lizgillz,356,Music,14100000.0,Mexico,389500.0,563700.0
cbum,357,Fitness,9000000.0,United States,542000.0,895000.0
hassan_reyvandi,358,Actors,19500000.0,Iran,296500.0,410200.0
nicki.nicole,359,Music,12200000.0,Argentina,439000.0,649500.0
demirose,360,Modeling,19900000.0,United States,305400.0,398200.0
natashawilona12,361,Beauty,38900000.0,Indonesia,170100.0,200700.0
lexibrookerivera,362,Shows,8500000.0,United States,765000.0,956800.0
thebursin,363,Actors,10700000.0,Russia,567800.0,741700.0
imouniroy,364,Actors,23900000.0,India,267800.0,324400.0
yasmine_sabri,365,Actors,19400000.0,Egypt,286100.0,401700.0
kevinhart4real,366,Actors,148800000.0,United States,35500.0,52300.0
sidmalhotra,367,Actors,19900000.0,India,311500.0,387100.0
sommerray,368,Modeling,26500000.0,United States,184700.0,289800.0
brunamarquezine,369,Actors,43100000.0,Brazil,105100.0,181800.0
miguel.g.herran,370,Actors,14100000.0,Brazil,362200.0,545500.0
louispartridge_,371,Actors,7600000.0,United States,691500.0,1000000.0
pubity,372,Humor,31800000.0,United States,166000.0,241700.0
taina,373,Music,16000000.0,Brazil,227900.0,475500.0
alok,374,Music,27700000.0,Brazil,215000.0,275500.0
camilo,375,Music,27500000.0,Argentina,173600.0,275400.0
alwaysramcharan,376,Actors,8100000.0,India,842700.0,944000.0
lilyjcollins,377,Actors,27000000.0,United States,186700.0,277600.0
lilnasx,378,Music,12500000.0,United States,358900.0,600800.0
sportscenter,379,Sports,31300000.0,United States,132900.0,239600.0
phil.coutinho,380,Sports,25000000.0,Brazil,182800.0,297700.0
thenotoriousmma,381,Fitness,45800000.0,United States,110900.0,162900.0
ms_puiyi,382,Adult content,18700000.0,United States,309100.0,395800.0
mo.on_air,383,Others,4900000.0,Indonesia,1300000.0,1500000.0
nickjonas,384,Music,32900000.0,United States,155500.0,222300.0
hyunah_aa,385,Music,18100000.0,South Korea,339400.0,402900.0
todayis_wendy,386,Others,6900000.0,Indonesia,892200.0,1100000.0
weareone.exo,387,Music,10000000.0,Indonesia,579800.0,727900.0
lildurk,388,Music,13900000.0,United States,186200.0,524500.0
hunterschafer,389,Others,7300000.0,United States,606200.0,998200.0
sadiomaneofficiel,390,Sports,11600000.0,United Kingdom,435700.0,621800.0
9gag,391,Humor,58200000.0,Indonesia,95700.0,123400.0
for_everyoung10,392,Lifestyle,5100000.0,Indonesia,1100000.0,1400000.0
caradelevingne,393,Modeling,43000000.0,United States,120000.0,166500.0
euphoria,394,Others,7900000.0,United States,566200.0,913700.0
saweetie,395,Actors,13200000.0,United States,233700.0,542600.0
daquan,396,Humor,16800000.0,United States,272400.0,420300.0
i_m_hendery,397,Others,6200000.0,United States,891400.0,1200000.0
darshanravaldz,398,Music,15300000.0,India,384900.0,465200.0
jadepicon,399,Modeling,20700000.0,Brazil,160100.0,354700.0
barbieferreira,400,Lifestyle,6300000.0,United States,620000.0,1100000.0
kyo1122,403,Actors,13300000.0,Indonesia,411600.0,524400.0
rakulpreet,405,Actors,22100000.0,India,267500.0,314500.0
leaelui,406,Modeling,11600000.0,India,358100.0,602100.0
simoneses,407,Music,34800000.0,Brazil,157900.0,200000.0
marvelstudios,408,Actors,37400000.0,India,163600.0,183000.0
angeldimariajm,409,Sports,17900000.0,Argentina,259600.00000000003,381900.0
juliette,410,Actors,33700000.0,Brazil,130600.0,207700.0
mingue.k,411,Shows,5800000.0,Indonesia,990900.0,1200000.0
obj,412,Sports,16200000.0,United States,219000.0,416000.0
goar_avetisyan,413,Beauty,11600000.0,Russia,421300.0,583100.0
yerimiese,414,Lifestyle,10700000.0,Indonesia,506000.0,627300.0
demetozdemir,415,Actors,15300000.0,India,344400.0,439500.0
burakozcivit,416,Actors,21600000.0,Turkey,255600.0,309600.0
gururandhawa,417,Music,32799999.999999996,India,163900.0,201600.0
dntlrdl,418,Lifestyle,6500000.0,Indonesia,791200.0,1000000.0
yangyang_x2,419,Others,6400000.0,Indonesia,833100.0,1100000.0
rachel_mypark,420,Actors,10200000.0,Indonesia,519299.99999999994,647000.0
parishilton,421,Modeling,19600000.0,United States,202500.0,334200.0
jhope_bighitentertainment,422,Lifestyle,7900000.0,Brazil,753300.0,825800.0
evcenf,423,Lifestyle,13200000.0,Turkey,389600.0,491500.0
iynemliarasbulut,424,Actors,10300000.0,Turkey,447900.0,626100.0
yejinhand,425,Actors,6900000.0,Indonesia,719200.0,935800.0
jin_bighitentertainment,426,Lifestyle,8199999.999999999,Indonesia,685500.0,779500.0
thibautcourtois,427,Sports,10700000.0,Spain,406400.0,589800.0
kun11xd,428,Lifestyle,6700000.0,Indonesia,758300.0,947100.0
sonamkapoor,429,Fashion,33100000.0,India,159500.0,189300.0
_shotaroo_,430,Lifestyle,5400000.0,Indonesia,907200.0,1200000.0
raphaelvarane,431,Sports,19100000.0,Spain,217300.0,326900.0
pugachevmark,432,Cars & Motor bikes,14100000.0,Russia,300300.0,441000.0
shehnaazgill,433,Actors,11600000.0,India,463700.0,586700.0
thenewclassic,434,Music,16399999.999999998,United States,234900.0,379800.0
vanessahudgens,435,Actors,46400000.0,United States,82000.0,133600.0
mariabecerra,436,Music,9800000.0,Argentina,271800.0,641300.0
jennaortega,437,Actors,8199999.999999999,United States,538900.0,767800.0
aron.piper,438,Music,13900000.0,Brazil,235900.0,444800.0
_seorina,439,Lifestyle,6000000.0,South Korea,840100.0,1000000.0
teddysphotos,440,Music,39500000.0,United States,113400.0,155200.0
larissamanoela,441,Actors,46100000.0,Brazil,80800.0,132800.0
paulwesley,442,Actors,12300000.0,Brazil,330900.0,494300.0
djxiao_888,443,Others,6900000.0,Indonesia,720300.0,901000.0
parineetichopra,444,Actors,37000000.0,India,141300.0,164400.0
romeosantos,445,Music,19200000.0,United States,259700.0,319700.0
duki,446,Music,10100000.0,Argentina,390500.0,600800.0
conangray,447,Music,6400000.0,Brazil,639600.0,955400.0
jessnolimit,448,Shows,7300000.0,Indonesia,698200.0,836500.0
k.kbeom,449,Others,5300000.0,Indonesia,931700.0,1100000.0
chiaraferragni,450,Beauty,27500000.0,Italy,129400.0,216300.0
nadin_serovski,451,Family,9400000.0,Russia,471300.0,648700.0
adamweitsman,452,Business,17500000.0,Russia,247000.0,337400.0
anupamaparameswaran96,453,Actors,12200000.0,India,421500.0,482200.0
superstar_dewasi99,454,Music,12600000.0,India,297100.0,468800.0
offsetyrn,455,Music,19900000.0,United States,165600.0,295900.0
juanpazurita,457,Actors,29800000.0,Mexico,138300.0,196700.0
antogriezmann,458,Sports,36400000.0,Spain,99500.0,160900.0
jungkook_bighitentertainment,459,Management,9500000.0,Brazil,550700.0,624900.0
ana_d_armas,460,Actors,7100000.0,United States,616300.0,834000.0
dkharbour,461,Actors,8500000.0,United States,531600.0,696700.0
ldh_sky,462,Others,5600000.0,Indonesia,823700.0,1100000.0
aboflah,463,Humor,7400000.0,Iraq,690300.0,829000.0
polo.capalot,464,Music,10500000.0,United States,335500.0,551700.0
zefelipecantor,465,Music,24600000.0,Brazil,134500.0,236500.0
yuyacst,466,Modeling,17200000.0,Mexico,218100.0,334700.0
fuji_an,467,Lifestyle,11800000.0,Indonesia,205400.0,488200.0
anahi,468,Music,9800000.0,Brazil,344700.0,605000.0
kingbach,469,Music,22700000.0,United States,126400.0,253100.0
yoona__lim,470,Actors,13500000.0,Indonesia,352900.0,422900.0
gianlucavacchi,471,Lifestyle,22400000.0,Brazil,166300.0,256100.00000000003
xavi,472,Sports,9000000.0,Spain,428700.0,643000.0
anjimaxuofficially,473,Lifestyle,11500000.0,India,391100.0,499700.0
khabib_nurmagomedov,474,Fitness,33500000.0,Russia,119800.0,168600.0
jimmyfallon,475,Shows,22400000.0,United States,201100.0,251000.0
gusttavolima,476,Music,43800000.0,Brazil,77100.0,129699.99999999999
julesleblanc,477,Music,9700000.0,United States,404200.0,584600.0
ananyapanday,478,Actors,23000000.0,India,207200.0,243100.0
nickyjam,479,Music,43400000.0,Colombia,109300.0,129600.0
travisbarker,480,Lifestyle,7600000.0,United States,521799.99999999994,738800.0
nikefootball,481,Sports,45200000.0,Brazil,79100.0,122200.0
juansguarnizo,482,Others,5900000.0,Mexico,873700.0,957200.0
thehughjackman,483,Actors,30500000.0,United States,159100.0,180900.0
c.syresmith,484,Actors,19100000.0,United States,186600.0,288200.0
itsmarziapie,485,Beauty,8300000.000000001,United States,574900.0,671600.0
jailyneojeda,486,Modeling,14200000.0,United States,280500.0,387700.0
yooncy1,487,Others,4900000.0,South Korea,938500.0,1100000.0
gioewbank,488,Actors,28400000.0,Brazil,121200.0,192700.0
indiancricketteam,489,Sports,24600000.0,India,189900.0,221400.0
yugyeom,490,Music,11400000.0,Thailand,373000.0,482600.0
deiveleonardo,491,Literature,11700000.0,Brazil,255600.0,470900.0
urvashirautela,492,Actors,53000000.0,India,85700.0,103000.0
aliiiiiiiikarimi8,493,Sports,9400000.0,Iran,390500.0,588000.0
fabriziorom,494,Literature,8600000.0,Italy,368500.0,638000.0
sanchooo10,495,Sports,8600000.0,United Kingdom,362900.0,634000.0
joeyking,496,Music,19000000.0,Brazil,195500.0,280300.0
nianaguerrero,497,Music,14200000.0,Indonesia,297500.0,373300.0
hshq,498,Music,6300000.0,United States,488200.0,859000.0
lacasadepapel,499,Shows,12800000.0,Brazil,274800.0,412700.0
fcbayern,500,Sports,33299999.999999996,Germany,109200.0,159400.0
choi_seung_hyun_tttop,501,Others,14300000.0,Indonesia,316600.0,374600.0
vousmevoyez,502,Music,10300000.0,Indonesia,393900.0,510700.0
pefabiodemelo,503,Lifestyle,25700000.0,Brazil,137500.0,207400.0
rahulkl,504,Others,12300000.0,India,366100.0,427100.0
donya,505,Fashion,15200000.0,Iran,231400.0,366400.0
sav.labrant,506,Family,7100000.0,United States,556400.0,744300.0
abdevilliers17,507,Sports,18400000.0,India,245300.0,283600.0
arishfakhan138,508,Actors,29300000.0,India,145700.0,177900.0
liamhemsworth,509,Actors,13100000.0,United States,275900.0,391800.0
iscoalarcon,510,Sports,24900000.0,Spain,142100.0,205900.0
jimin_bighitentertainment,511,Others,8800000.0,Indonesia,528200.0,585100.0
lucasranngel,512,Lifestyle,19800000.0,Brazil,116900.0,258700.0
dear.zia,513,Lifestyle,3700000.0,South Korea,1200000.0,1400000.0
hakkiakdenizz,514,Business,23500000.0,Russia,149100.0,215100.0
dra.deolanebezerra,515,Lifestyle,14400000.0,Brazil,164700.0,352900.0
jokowi,516,Finance,47400000.0,Indonesia,87300.0,107200.0
nusr_et,517,Food & Cooking,46900000.0,Turkey,73600.0,108600.0
fortnite,518,Computers & Gadgets,25900000.0,United States,165200.0,195400.0
loud_victor,519,Lifestyle,10700000.0,Brazil,372200.0,474100.0
cvillaloboss,520,Shows,20100000.0,Colombia,204100.0,250700.0
dylansprouse,521,Actors,9200000.0,United States,351000.0,551100.0
melissamelmaia,522,Music,12900000.0,Brazil,213200.0,386600.0
sofiaalcastro,523,Shows,8800000.0,Colombia,424600.0,577900.0
litkillah,524,Music,7900000.0,Argentina,485700.0,640400.0
21savage,525,Music,13500000.0,United States,210600.0,370600.0
amitabhbachchan,526,Actors,30700000.0,India,141400.0,162600.0
maya_hawke,527,Music,7300000.0,United States,501700.0,694600.0
tatawerneck,528,Actors,53600000.0,Brazil,58900.0,93300.0
viihtube,529,Actors,23500000.0,Brazil,112100.0,210600.0
hm_son7,530,Sports,7400000.0,Brazil,417300.0,678800.0
davido,531,Music,24600000.0,Nigeria,148400.0,206500.0
leonardodicaprio,532,Actors,54200000.0,United States,74300.0,91100.0
bernardokath,533,Beauty,17300000.0,Philippines,233700.0,282100.0
chloegmoretz,534,Actors,21100000.0,United States,173900.0,232300.0
wizkidayo,535,Music,14900000.0,Nigeria,175200.0,340900.0
melo,536,Sports,9000000.0,United States,269700.0,548100.0
jimena.jimenezr,537,Others,5800000.0,Mexico,581100.0,839200.0
gessicakayane,538,Shows,20000000.0,Brazil,117500.0,242600.0
andreavaldirisos,539,Lifestyle,8600000.0,Colombia,400100.0,569100.0
joaogomescantor,540,Family,12800000.0,Brazil,137600.0,377300.0
quavohuncho,541,Music,21400000.0,United States,135800.0,222600.0
caviarmagnat,543,Others,15100000.0,Russia,216800.0,313800.0
suga_bighitentertainment,544,Music,7600000.0,Indonesia,558500.0,630300.0
pablogavi,545,Others,4700000.0,Others,0.0,1000000.0
netflixbrasil,546,Shows,31800000.0,Brazil,87800.0,149400.0
ridwankamil,547,Literature,18400000.0,Indonesia,169000.0,257100.00000000003
beautifuldestinations,548,Photography,24700000.0,United States,142100.0,190600.0
angelinajolie,549,Lifestyle,13200000.0,Brazil,216400.0,358500.0
corinnakopf,550,Beauty,6700000.0,United States,461900.0,707100.0
asabopp,552,Actors,5800000.0,Brazil,555700.0,812700.0
naileadevora,553,Shows,5200000.0,United States,613700.0,906700.0
lizakoshy,554,Actors,20100000.0,United States,173400.0,231500.0
marimaria,555,Beauty,20100000.0,Brazil,119700.0,230500.0
ronaldo,556,Sports,23000000.0,Brazil,116600.0,201900.0
gisele,557,Modeling,19400000.0,Brazil,161700.0,240100.0
liverpoolfc,558,Sports,39500000.0,United Kingdom,82300.0,116700.0
nehasharmaofficial,559,Actors,14600000.0,India,274000.0,315200.0
marcusrashford,560,Sports,12800000.0,United Kingdom,227900.0,360500.0
golfarahani,561,Actors,13400000.0,Iran,266400.0,343300.0
fuckjerry,562,Humor,16800000.0,United States,212200.0,274000.0
nazriyafahadh,563,Lifestyle,6100000.0,India,567200.0,759900.0
kyrieirving,564,Sports,16900000.0,United States,178900.0,271300.0
xsqueezie,565,Music,7900000.0,France,499400.0,584200.0
actorsuriya,566,Actors,4900000.0,India,731700.0,949400.0
easportsfifa,567,Sports,26700000.0,Spain,100500.0,169500.0
nessabarrett,568,Lifestyle,7000000.0,United States,481000.0,651700.0
trentarnold66,569,Sports,7600000.0,United Kingdom,408400.0,598300.0
madisonbaileybabe,570,Lifestyle,6700000.0,United States,362400.0,678600.0
jackharlow,571,Lifestyle,6700000.0,United States,360700.0,673900.0
victoriajustice,572,Music,22700000.0,United States,144700.0,196800.0
amauryguichon,573,Food & Cooking,9000000.0,United States,407200.0,497200.0
phoebejtonkin,574,Beauty,8400000.0,United States,373000.0,532600.0
vanessamorgan,575,Music,9500000.0,United States,330500.0,470700.0
smriti_mandhana,576,Sports,6200000.0,India,621300.0,720200.0
shreyaghoshal,577,Music,24400000.0,India,160200.0,180300.0
achrafhakimi,578,Sports,9900000.0,Morocco,304100.0,446800.0
aleoliveiracm,579,Humor,8400000.0,Brazil,214900.0,549800.0
xuminghao_o,580,Music,4900000.0,Indonesia,721900.0,910300.0
nita_shilimkar,581,Fashion,11300000.0,India,289800.0,383000.0
jeromepolin,582,Education,6900000.0,Indonesia,429800.0,630400.0
sound_of_coups,583,Others,3900000.0,Indonesia,863900.0,1100000.0
aishwaryaraibachchan_arb,584,Actors,10400000.0,India,320200.0,408700.0
emiliamernes,585,Music,6000000.0,Argentina,379600.0,714300.0
geewonii,586,Others,7600000.0,Indonesia,428000.0,563400.0
markiplier,587,Shows,10400000.0,United States,355400.0,404700.0
jairmessiasbolsonaro,588,Finance,20200000.0,Brazil,151600.0,213100.0
loganpaul,589,Fitness,23300000.0,United States,135000.0,179700.0
klaythompson,590,Sports,12900000.0,United States,223300.0,324200.0
malutrevejo,591,Music,11600000.0,United States,201400.0,361200.0
virgilvandijk,592,Sports,12300000.0,United Kingdom,238500.0,338600.0
frenkiedejong,593,Sports,10600000.0,Spain,262400.0,393900.0
karelyruiz,594,Lifestyle,6400000.0,Mexico,525700.0,660200.0
ciara,595,Music,32299999.999999996,United States,95700.0,129199.99999999999
joshu_acoustic,596,Music,4200000.0,Others,0.0,1000000.0
actorprabhas,597,Others,8600000.0,India,434200.0,486000.0
avani,598,Beauty,18900000.0,United States,160800.0,216900.0
jensenackles,599,Actors,9600000.0,United States,336900.0,438300.0
jaybnow.hr,600,Music,6900000.0,Brazil,463300.0,607300.0
missasinfonia,603,Actors,5400000.0,Mexico,688600.0,771800.0
mattyperry4,604,Others,7900000.0,Brazil,387200.0,528600.0
__youngbae__,605,Music,13400000.0,Indonesia,269600.0,304700.0
zoeisabellakravitz,606,Actors,8500000.0,United States,318500.0,483300.0
premierleague,607,Sports,57900000.0,United Kingdom,47800.0,69800.0
catherinemcbroom,608,Family,7400000.0,United States,324500.0,558000.0
kit.connor,611,Actors,4300000.0,United States,570100.0,944600.0
toni.kr8s,612,Sports,34200000.0,Germany,85800.0,117100.0
memezar,613,Actors,23400000.0,United States,114900.0,171000.0
dew_jsu,614,Actors,6100000.0,Indonesia,495500.0,666300.0
amadorat,615,Fashion,8199999.999999999,Mexico,434700.0,485500.0
urstrulymahesh,616,Actors,8700000.0,India,419800.0,461900.0
theslumpgod,618,Music,5400000.0,United States,428600.0,745400.0
tiffanyyoungofficial,619,Modeling,12300000.0,Indonesia,255700.0,320300.0
juventus,620,Sports,54000000.0,India,48400.0,72300.0
iam_linyi,621,Others,3900000.0,Indonesia,768100.0,1000000.0
angeliqueboyer,622,Shows,14200000.0,Brazil,219500.0,275900.0
pozevidalouca,623,Lifestyle,7000000.0,Brazil,228500.0,574000.0
narins_beauty,624,Lifestyle,9000000.0,Syria,362000.0,442000.0
bhadbhabie,625,Music,16399999.999999998,United States,125700.0,236200.0
otabek_muhammadalievich,626,Others,20000000.0,Russia,144500.0,195200.0
sushitrash,627,Music,6300000.0,United States,511300.0,624900.0
djsnake,628,Music,9500000.0,India,345000.0,409900.0
kareenakapoorkhan,629,Family,9400000.0,India,333600.0,415800.0
dindahw,630,Actors,14500000.0,Indonesia,177000.0,264800.0
chrismcg,631,Others,10600000.0,United States,163700.0,360400.0
aslisona,632,Actors,23000000.0,India,137300.0,166800.0
f1,633,Racing,19800000.0,Italy,150800.0,191700.0
davidalaba,634,Sports,10100000.0,Spain,264500.0,374900.0
haifawehbe,635,Music,10100000.0,Iraq,258500.0,378200.0
zo,636,Sports,14200000.0,United States,147900.0,267100.0
felipeneto,637,Lifestyle,16000000.0,Brazil,167800.0,237500.0
jaspritb1,638,Lifestyle,9800000.0,India,339200.0,390100.0
maudeapatow,639,Lifestyle,4900000.0,United States,471400.0,780400.0
taylor_hill,640,Artists,19900000.0,United States,126900.0,189400.0
regejean,641,Actors,6300000.0,Brazil,380700.0,603300.0
vikkialchester,643,Music,11000000.0,Russia,279300.0,339900.0
simonettalein,644,Beauty,11500000.0,India,234200.0,322100.0
troyesivan,645,Artists,13200000.0,United States,196200.0,282200.0
alvxaro,646,Lifestyle,9700000.0,Brazil,156200.0,391000.0
paulwalker,647,Actors,15000000.0,India,179800.0,246700.0
amandacerny,648,Humor,24000000.0,India,95800.0,153800.0
yamigautam,649,Actors,16000000.0,India,198700.0,230100.0
candiceking,650,Family,9900000.0,Brazil,269400.0,375700.0
snoopdogg,651,Lifestyle,74600000.0,United States,36900.0,49800.0
thiago6,652,Sports,9600000.0,United Kingdom,226400.0,389000.0
egorkreed,654,Music,14700000.0,Russia,202300.0,248900.0
amybethmcnulty,655,Lifestyle,7300000.0,Brazil,364100.0,499700.0
